Titulo,URL,Fecha,Contenido,Diario
Gustavo Adrianzén criticó investigación fiscal a Dina Boluarte por Rolex: Sorprende la celeridad,https://canaln.pe/actualidad/gustavo-adrianzen-critico-investigacion-fiscal-dina-boluarte-rolex-sorprende-celeridad-n471896,2024-03-19,"Adrianzén criticó investigación fiscal a Dina Boluarte | Canal NActualidadPerúInternacionalesDeportes#AlertaNoticias998-131604ActualidadDina BoluarteRolexretiro afpGustavo Adrianzén  ActualidadGustavo Adrianzén criticó investigación fiscal a Dina Boluarte por Rolex: Sorprende la celeridadPor otro lado, Gustavo Adrianzén se reunió con la bancada de Renovación Popular. / Video: Canal NEl presidente del Consejo de Ministros enfatizó que cualquier bien personal de la mandataria es fruto de su trabajo
Por:Redacción Canal N »El presidente del Consejo de Ministros, Gustavo Adrianzén, defendió a la presidenta Dina Boluarte ante los cuestionamientos por los relojes de alta gama que utiliza.  
En declaraciones a la prensa, el titular de la PCM enfatizó que cualquier bien personal de la mandataria es fruto de su trabajo. 
“Me quedo que todos sus bienes son fruto de su trabajo”, manifestó Adrianzén. A su vez, remarcó que la “si la presidenta debe ser investigada, debe ser por situaciones excepcionales”. 
En esa línea, se mostró sorprendido por la celeridad del Ministerio Público en iniciar indagaciones preliminares contra la jefa de Estado. 
“Me sorprende sobremanera la insólita celeridad de la indagación preliminar”, dijo. Luego recalcó que protección constitucional del cargo presidencial, sugiriendo que las investigaciones deben ser con la garantía del debido proceso. 
El premier expresó confianza en que las indagaciones preliminares se archivarán, instando a enfocarse en temas más relevantes como la seguridad ciudadana y la reactivación económica. 
Posteriormente, Gustavo Adrianzén aseguró que la presidenta Dina Boluarte “ha comprometido su apoyo decidido a las investigaciones”. También afirmó que acudirá a brindar sus declaraciones. 
Brindó apoyo al ministro del Interior 
A pesar de los cuestionamientos y la posibilidad de una censura al ministro del Interior, Víctor Torres, el jefe de Gabinete se mantiene firme en su postura y evaluación constante de los ministros. 
“Va a permanecer en el gabinete, pero él y todos estamos en evaluación. Ansío tener resultados prontos, estamos trabajando en ello. Le doy el respaldo firme a todo el gabinete que me acompaña en este momento”, sostuvo.  
Reunión con Renovación Popular  
Por otro lado, Gustavo Adrianzén sostuvo su primera reunión con 1 de las 9 bancadas parlamentarias de cara al voto de confianza.  
El primer ministro dijo que el encuentro con los congresistas de Renovación Popular “ha sido una reunión fructífera”. 
“Ha sido un diálogo sincero, abierto y transparente y ha habido coincidencias significativas”, acotó.  
Durante el encuentro, comentó que se han abordado temas cruciales como la seguridad ciudadana, la urgente necesidad de reactivar la economía nacional y la mejora del sistema de administración de justicia. 
Gustavo Adrianzén se reunió con la bancada de Renovación PopularVer tambiénNelson Shack aclara su posición sobre reloj de Dina Boluarte: Deben declarar hasta joyasLuis Lamas Puccio: Contraloría no tiene competencia para determinar el origen de los relojes de Dina BoluarteCésar Vásquez sobre caso Rolex: Dina Boluarte nunca ha rehuido a las investigaciones TagsGustavo AdrianzénDina BoluarteFiscalíaRolexRenovación PopularRelacionadasActualidadCaso Rolex: Wilfredo Oscorima se retiró de la Fiscalía tras diligenciasActualidadDina Boluarte: Congreso rechaza la admisión de dos mociones de vacancia contra la presidentaActualidadWerner Salcedo, gobernador de Cusco: ""Wilfredo Oscorima me facilitó un Rolex porque me vio con la muñeca vacía""ActualidadDaniel Maurate: La presidenta nos ha señalado que es honorable, correcta y que jamás ha cometido un acto de corrupciónActualidadEdhit Julon sobre CTS: Hay diferentes instituciones que se niegan al proyecto, pero es el dinero de todosActualidadCongresista Susel Paredes sobre Dina Boluarte: ""Hay muchas razones para la vacancia presidencial""Loading...© Canal N | CONTÁCTANOS: Redacción: info@canaln.pe - tlf: 411-0808",CanalN
"David Su sobre relojes Rolex de la presidenta: ""Serían dos y valdrían 25 mil dólares""",https://canaln.pe/actualidad/david-su-sobre-relojes-rolex-presidenta-serian-dos-y-valdrian-25-mil-dolares-n471908,2024-03-19,"David Su: ""Serían dos Rolex y valdrían 25 mil dólares"" | Canal NActualidadPerúInternacionalesDeportes#AlertaNoticias998-131604ActualidadDina BoluarteRolexretiro afpGustavo Adrianzén  ActualidadDavid Su sobre relojes Rolex de la presidenta: ""Serían dos y valdrían 25 mil dólares""En Octavo Mandamiento, el representante de Perú Watches reveló el costo de los relojes con que fue captada la mandataria; refirió que esto, siempre y cuando sean originales
David Su, representante de Perú Watches habló sobre los relojes con que fue captada la presidenta Boluarte / Fuente: Canal NPor:Redacción Canal N »Ver tambiénGustavo Adrianzén criticó investigación fiscal a Dina Boluarte por Rolex: Sorprende la celeridadContralor se retracta sobre Rolex de Dina Boluarte: Funcionarios públicos están obligados a declararCésar Vásquez sobre caso Rolex: Dina Boluarte nunca ha rehuido a las investigaciones TagsOctavo MandamientorelojRolexDina BoluarteRelacionadasActualidadWerner Salcedo, gobernador de Cusco: ""Wilfredo Oscorima me facilitó un Rolex porque me vio con la muñeca vacía""ActualidadCaso Rolex: Wilfredo Oscorima declara en la FiscalíaActualidadDaniel Maurate: La presidenta nos ha señalado que es honorable, correcta y que jamás ha cometido un acto de corrupciónActualidadEdhit Julon sobre CTS: Hay diferentes instituciones que se niegan al proyecto, pero es el dinero de todosActualidadCongresista Susel Paredes sobre Dina Boluarte: ""Hay muchas razones para la vacancia presidencial""ActualidadCongresista Elvis Vergara: ""La Fiscalía actúa de acuerdo a la ola política""Loading...© Canal N | CONTÁCTANOS: Redacción: info@canaln.pe - tlf: 411-0808",CanalN
Eduardo Castillo sobre Rolex de Dina Boluarte: Fiscalía determinará si procede una denuncia constitucional,https://canaln.pe/actualidad/eduardo-castillo-sobre-rolex-dina-boluarte-fiscalia-determinara-si-procede-denuncia-constitucional-n471926,2024-03-20,"Eduardo Castillo habló sobre investigación contra Boluarte | Canal NActualidadPerúInternacionalesDeportes#AlertaNoticias998-131604ActualidadDina BoluarteRolexretiro afpGustavo Adrianzén  ActualidadEduardo Castillo sobre Rolex de Dina Boluarte: Fiscalía determinará si procede una denuncia constitucionalEduardo Castillo cuestionó la presentación del proyecto de ley que busca sancionar a fiscales que filtren información. / Video: Canal NEl vocero de Fuerza Popular, Eduardo Castillo, no descartó presentar una moción de vacancia contra la mandataria. ""Todavía no tenemos el descargo completo de la presidenta”, dijo
Por:Redacción Canal N »El vocero de Fuerza Popular, Eduardo Castillo, se pronunció sobre la investigación contra la presidenta Dina Boluarte por reloj Rolex. 
En declaraciones a la prensa, el congresista fujimorista indicó que la Fiscalía determinara si procede una denuncia constitucional. 
En esa línea, mencionó que como bancada no van a adelantar ningún tipo de posición debido a que van a esperar el resultado de las investigaciones preliminares.  
“Si la Fiscalía determina que hay faltas o determina que hay algún tipo de delito de lo que se le está acusando es su competencia presentar la acusación constitucional”, acotó. 

Posible moción de vacancia 
El vocero de Fuerza Popular, Eduardo Castillo, no descartó presentar una moción de vacancia contra la mandataria.

Al respecto, señaló que le han pedido al presidente del Consejo de Ministros, Gustavo Adrianzén, que la jefa de Estado brinde una respuesta clara y contundente.  
“Fuerza popular no tiene una posición porque todavía no tenemos el descargo completo de la presidenta”, enfatizó. 
Buscan sancionar a fiscales que filtren información 
Eduardo Castillo cuestionó la presentación del proyecto de ley que busca sancionar a fiscales que filtren información. 
“Son personas que están que deberían mantenerse al margen de cualquier tipo de movimiento que realice la institución que los viene investigando de manera legal”, manifestó.
“Lo que tienen que hacer es ponerse a disposición lejos de tomar estas medidas que para mí son innecesarias y un poco sí generaría un choque un amedrentamiento a la institución”, continuó. 

Como se sabe, el congresista de Acción Popular, Luis Gustavo Cordero Jon Tay, junto a otros parlamentarios investigados en el caso “Los Niños” han presentado un proyecto de ley que busca garantizar la reserva en los procesos de colaboración eficaz y sancionar las filtraciones de información.  

Voto de confianza y censura al ministro del Interior 
El vocero de Fuerza Popular sostuvo que no han tocado en reunión de bancada el voto de confianza al gabinete ni la censura contra el ministro del Interior. 
No obstante, contó que le han pedido al primer ministro que evalué de manera general a todas sus carteras. A su vez, negó que han solicitado algún cambio en los ministerios. 
Ver tambiénContralor se retracta sobre Rolex de Dina Boluarte: Funcionarios públicos están obligados a declararVoto de confianza: Premier Adrianzén se reunió este lunes con Fuerza Popular y Renovación PopularRuth Luque: No estoy de acuerdo con una ley que persiga penalmente a fiscales Tagseduardo castilloFuerza PopularDina Boluarteministro del InteriorRelacionadasActualidadExdefensor Walter Albán sobre Dina Boluarte: ""Mostró la pobreza moral que arrastra hacia su Gobierno""ActualidadMinistra de Vivienda: ""La presidenta va a zanjar la historia de los relojes""ActualidadGustavo Adrianzén sobre caso Rolex: ""Mañana se sabrá lo que pasó""ActualidadCaso Rolex: Wilfredo Oscorima se retiró de la Fiscalía tras diligenciasActualidadDina Boluarte: Congreso rechaza la admisión de dos mociones de vacancia contra la presidentaActualidadWerner Salcedo, gobernador de Cusco: ""Wilfredo Oscorima me facilitó un Rolex porque me vio con la muñeca vacía""Loading...© Canal N | CONTÁCTANOS: Redacción: info@canaln.pe - tlf: 411-0808",CanalN
Wilfredo Oscorima negó haber regalado polémico reloj Rolex a presidenta,https://canaln.pe/peru/wilfredo-oscorima-nego-regalado-polemico-reloj-rolex-presidenta-n471935,2024-03-20,"Wilfredo Oscorima negó haber regalado un Rolex a presidenta | Canal NActualidadPerúInternacionalesDeportes#AlertaNoticias998-131604PerúIcaTrujilloCuscoPunoTacnaApurimacAyacuchoHuancavelicaCajamarcaElecciones RegionalesSegunda VueltaArequipa   PerúWilfredo Oscorima negó haber regalado polémico reloj Rolex a presidentaGobernador regional de Ayacucho señaló que no tiene nada que ver con el tema y refirió que con este caso se busca hacer daño a la mandataria
El gobernador Wilfredo Oscorima se pronunció al señalarse que fue él quien regaló uno de los relojes Rolex a la presidenta / Foto: GRA / Fuente: Canal NPor:Redacción Canal N »El gobernador regional de Ayacucho, Wilfredo Oscorima negó haberle dado como regalo un reloj Rolex a la presidenta de la República, Dina Boluarte.
Tras un evento en Ayacucho calificó este hecho, donde fue sindicado de haberle regalado este polémico objeto a la mandataria, como ""una patraña"" con la que se busca generar un daño a Boluarte.

""Voy a ser enfático, esto es una patraña de personas malas que quieren hacerle daño a la presidenta de la República. Yo no tengo nada que ver absolutamente en este tema"", dijo.El gobernador ayacuchano reconoció haberse reunido en varias oportunidades con Boluarte Zegarra, sin embargo, señaló que esto fue para coordinar obras.""Me he reunido en muchas oportunidades para gestionar los pedidos que el pueblo me ha pedido [sic] y traer obras para nuestra región. No tengo nada que decir, para mí eso es una mentira, una falacia""; señaló.Negó haberle entregado algún regalo a la presidenta, y de igual modo, antes de retirarse señaló que, en caso de ser llamado en las investigaciones, se sometería sin ningún temor.Ver tambiénEduardo Castillo sobre Rolex de Dina Boluarte: Fiscalía determinará si procede una denuncia constitucionalDavid Su sobre relojes Rolex de la presidenta: ""Serían dos y valdrían 25 mil dólares""Gustavo Adrianzén criticó investigación fiscal a Dina Boluarte por Rolex: Sorprende la celeridad TagsAyacuchoWilfredo OscorimaDina BoluarteRelacionadasActualidadWerner Salcedo, gobernador de Cusco: ""Wilfredo Oscorima me facilitó un Rolex porque me vio con la muñeca vacía""ActualidadCaso Rolex: Wilfredo Oscorima declara en la FiscalíaActualidadDaniel Maurate: La presidenta nos ha señalado que es honorable, correcta y que jamás ha cometido un acto de corrupciónActualidadEdhit Julon sobre CTS: Hay diferentes instituciones que se niegan al proyecto, pero es el dinero de todosActualidadCongresista Susel Paredes sobre Dina Boluarte: ""Hay muchas razones para la vacancia presidencial""ActualidadCongresista Elvis Vergara: ""La Fiscalía actúa de acuerdo a la ola política""Loading...© Canal N | CONTÁCTANOS: Redacción: info@canaln.pe - tlf: 411-0808",CanalN
Raúl Pérez Reyes sobre caso Rolex: No creemos que justifique una vacancia,https://canaln.pe/actualidad/raul-perez-reyes-sobre-caso-rolex-no-creemos-que-justifique-vacancia-n471951,2024-03-21,"Pérez Reyes sobre caso Rolex: No creemos que justifique  | Canal NActualidadPerúInternacionalesDeportes#AlertaNoticias998-131604ActualidadDina BoluarteRolexretiro afpGustavo Adrianzén  ActualidadRaúl Pérez Reyes sobre caso Rolex: No creemos que justifique una vacanciaEl ministro de Transportes y Comunicaciones / Video: Canal NEl titular del MTC visitó junto a la presidenta Boluarte el nuevo Jorge Chávez, pero la mandataria no participó en la rueda de prensa
Por:Redacción Canal N »
El ministro de Transportes y Comunicaciones (MTC), Raúl Pérez Reyes, señaló que el caso del reloj Rolex de la presidenta Dina Boluarte no amerita una vacancia de su cargo, como lo piensa plantear la bancada de Perú Libre.


“Nosotros no creemos que esto justifique una vacancia, claramente aquí hay información que se le va a brindar a la Fiscalía y, en ese marco, que se va a aclarar esta situación, como ha ocurrido en anteriores eventos”, dijo el ministro Pérez Reyes.


Asimismo indicó que presentar una moción de vacancia o interpelación es una potestad del Congreso de la República. Consideró que no necesariamente prosperaría.


“Es una potestad de cualquier bancada o cualquier congresista presentar una propuesta de este tipo, como la interpelación en mi caso. Es parte del proceso democrático y de las reglas de juego, no significa que vaya a prosperar”, indicó.

Dina Boluarte se fue

El titular del MTC dio estas declaraciones, tras una visita al nuevo Aeropuerto Jorge Chávez, que según indicó será entregado en diciembre de este año. La presidenta de la República del Perú, Dina Boluarte, acompañó al ministro Pérez Reyes durante el recorrido, pero se retiró antes del inicio de la rueda de prensa.


“El proceso ya está ante una investigación la Fiscalía. Hay brindar toda la información en ese proceso. Esperemos el trabajo de Fiscalía y en función de eso es que se va a dar la información”, indicó.

Ver tambiénWilfredo Oscorima negó haber regalado polémico reloj Rolex a presidentaEduardo Castillo sobre Rolex de Dina Boluarte: Fiscalía determinará si procede una denuncia constitucionalDavid Su sobre relojes Rolex de la presidenta: ""Serían dos y valdrían 25 mil dólares"" TagsRolexDina BoluarteRelacionadasActualidadHumberto Abanto: Se ha programado para el 10 de abril la diligencia de exhibición del RolexActualidadGustavo Adrianzén sobre caso Rolex: ""Mañana se sabrá lo que pasó""ActualidadCaso Rolex: Wilfredo Oscorima se retiró de la Fiscalía tras diligenciasActualidadDina Boluarte: Congreso rechaza la admisión de dos mociones de vacancia contra la presidentaActualidadWerner Salcedo, gobernador de Cusco: ""Wilfredo Oscorima me facilitó un Rolex porque me vio con la muñeca vacía""ActualidadDaniel Maurate: La presidenta nos ha señalado que es honorable, correcta y que jamás ha cometido un acto de corrupciónLoading...© Canal N | CONTÁCTANOS: Redacción: info@canaln.pe - tlf: 411-0808",CanalN
Margot Palacios defendió las acciones y causales de vacancia contra Dina Boluarte por Rolex: No puede justificar,https://canaln.pe/actualidad/margot-palacios-defendio-acciones-y-causales-vacancia-contra-dina-boluarte-rolex-no-puede-justificar-n471953,2024-03-21,"Margot Palacios defendió vacancia contra Boluarte por Rolex | Canal NActualidadPerúInternacionalesDeportes#AlertaNoticias998-131604ActualidadDina BoluarteRolexretiro afpGustavo Adrianzén  ActualidadMargot Palacios defendió las acciones y causales de vacancia contra Dina Boluarte por Rolex: No puede justificarLa política peruana está en el foco de atención tras las recientes acusaciones contra Dina Boluarte por posesión de Rolex. / Video: Canal NSobre el voto de confianza al gabinete, la congresista de Perú Libre reiteró que no le van a otorgar. También enfatizó que no se van a reunir con el titular de la PCM
Por:Redacción Canal N »La congresista de Perú Libre, Margot Palacios, defendió las acciones y causales de la vacancia contra la presidenta Dina Boluarte por reloj Rolex. 
“Está dentro de las causales por una incapacidad moral de la presidenta. La nueva Constitución lo estipula porque ella representa la máxima investidura que en este caso tiene que conducirse de manera ética y moral”, dijo a la prensa. 
La parlamentaria izquierdista indicó que la mandataria no tiene como comprobar la posesión de estos relojes de alta gama.  
“La señora Dina Boluarte no tiene cómo fundamentar de dónde ha salido estos tres Rolex”, expresó. 
“No puede justificar. Ella no da una muestra de un comprobante de pago”, agregó Margot Palacios.
Voto de confianza 
Sobre el voto de confianza al gabinete de Gustavo Adriánzen, la congresista de Perú Libre reiteró que no le van a otorgar. También enfatizó que no se van a reunir con el titular de la PCM. 
“Hemos señalado nosotros el mismo día que él ha asumido que no le vamos a dar el voto de confianza y por supuesto que no nos vamos a reunir”, manifestó. 
Ver tambiénPerú Libre presentará una nueva moción de vacancia contra Dina BoluarteJuan Carlos Mathews: El tema de los relojes de Dina Boluarte no lo hemos visto en PCMEduardo Castillo sobre Rolex de Dina Boluarte: Fiscalía determinará si procede una denuncia constitucional TagsMargot PalaciosDina BoluarteRolexvoto de confianzaRelacionadasActualidadCaso Rolex: Wilfredo Oscorima se retiró de la Fiscalía tras diligenciasActualidadDina Boluarte: Congreso rechaza la admisión de dos mociones de vacancia contra la presidentaActualidadWerner Salcedo, gobernador de Cusco: ""Wilfredo Oscorima me facilitó un Rolex porque me vio con la muñeca vacía""ActualidadDaniel Maurate: La presidenta nos ha señalado que es honorable, correcta y que jamás ha cometido un acto de corrupciónActualidadEdhit Julon sobre CTS: Hay diferentes instituciones que se niegan al proyecto, pero es el dinero de todosActualidadCongresista Susel Paredes sobre Dina Boluarte: ""Hay muchas razones para la vacancia presidencial""Loading...© Canal N | CONTÁCTANOS: Redacción: info@canaln.pe - tlf: 411-0808",CanalN
Josué Gutiérrez sobre Rolex de Dina Boluarte: Tiene que dar una explicación al país,https://canaln.pe/actualidad/josue-gutierrez-sobre-rolex-dina-boluarte-tiene-que-dar-explicacion-al-pais-n471958,2024-03-21,"Gutiérrez pidió a Boluarte dar una explicación al país | Canal NActualidadPerúInternacionalesDeportes#AlertaNoticias998-131604ActualidadDina BoluarteRolexretiro afpGustavo Adrianzén  ActualidadJosué Gutiérrez sobre Rolex de Dina Boluarte: Tiene que dar una explicación al paísA su vez, pidió que el presidente del Consejo de Ministros “debería salir a aclarar los hechos”. / Video: Canal NEl defensor del Pueblo espera que las explicaciones de la mandataria sean “verosímiles” para que el país pueda tener tranquilidad
Por:Redacción Canal N »El defensor del Pueblo, Josué Gutiérrez, se pronunció sobre el caso de los relojes Rolex de la presidenta Dina Boluarte. 

En diálogo con Canal N, el titular de dicha institución subraya la importancia de la transparencia y que se debe ofrecer explicaciones convincentes al país.

“Cuando se ocupa un cargo público siempre se tiene que dar la explicación al país”, dijo Gutiérrez. 
En esa línea, saludó que tanto la Contraloría, el Ministerio Público y el Congreso están reaccionando de manera diferente y en el ámbito de sus competencias.
Al respecto, el defensor del Pueblo espera que las explicaciones de la mandataria sean “verosímiles” para que el país pueda tener tranquilidad.

Asimismo, mencionó que el caso de los relojes de lujo de la presidenta desalienta la inversión, la generación de empleo y al país. A su vez, pidió que el presidente del Consejo de Ministros “debería salir a aclarar los hechos”. 

“No es una noticia que nos haga feliz a ninguno y lo único que podríamos exhortar es que esta crisis que viene escalando de a poco pueda cortarse y que las explicaciones sean convincentes”, manifestó.
“Cada día que pasa, cada minuto, hora y no haya una explicación, lo único que genera es cierto desconcierto y eso permite que las especulaciones puedan ir escalando”, continuó.
Elección de la JNJ 
El defensor del Pueblo prevé que para junio se inicie formalmente el proceso de los integrantes de la Junta Nacional de Justicia (JNJ), con resultados en unos cuatro meses, aunque las apelaciones pueden extender los plazos. 
“Hay que felicitar a todas las universidades del país por haber concurrido de manera masiva en este proceso. En los próximos minutos se debe tener al representante de las universidades públicas y privadas para llenar esos dos espacios vacíos que estaban para que la comisión especial pueda estar conformada de manera integral”, manifestó. 
""Las fechas de inicio formal deben ser junio. En tres o cuatro meses se deben tener ya los resultados. Está garantizado que apenas cumpla el mandato la actual Junta Nacional de Justicia su reemplazante que son 14 estarán acreditados”, explicó.
Caso Patricia Benavides
De otro lado, el defensor del Pueblo saludó la diligencia de la fiscal Delia Espinoza en el caso de Patricia Benavides. 

Josué Gutiérrez aseguró colaborar con los procesos de investigación y negó intercambio de favores con Patricia Benavides en la elección de su cargo.

“Nunca hubo ningún favorecimiento ni directo ni indirecto y que más bien sí había o existía esos chats, más bien existiría una animadversión conmigo”, declaró.
Ver tambiénJulio Demartini sobre los relojes de Dina Boluarte: La presidenta dará la información en los conductos oficialesMargot Palacios defendió las acciones y causales de vacancia contra Dina Boluarte por Rolex: No puede justificarJuan Carlos Mathews: El tema de los relojes de Dina Boluarte no lo hemos visto en PCM TagsJosué GutiérrezDina BoluarteRolexDelia EspinozaRelacionadasActualidadDina Boluarte: Congreso rechaza la admisión de dos mociones de vacancia contra la presidentaActualidadWerner Salcedo, gobernador de Cusco: ""Wilfredo Oscorima me facilitó un Rolex porque me vio con la muñeca vacía""ActualidadCaso Rolex: Wilfredo Oscorima declara en la FiscalíaActualidadDaniel Maurate: La presidenta nos ha señalado que es honorable, correcta y que jamás ha cometido un acto de corrupciónActualidadEdhit Julon sobre CTS: Hay diferentes instituciones que se niegan al proyecto, pero es el dinero de todosActualidadCongresista Susel Paredes sobre Dina Boluarte: ""Hay muchas razones para la vacancia presidencial""Loading...© Canal N | CONTÁCTANOS: Redacción: info@canaln.pe - tlf: 411-0808",CanalN
César Acuña sobre caso Rólex: Fiscalía debe hacer su trabajo,https://canaln.pe/actualidad/cesar-acuna-sobre-caso-rolex-fiscalia-hacer-su-trabajo-n471962,2024-03-21,"César Acuña sobre caso Rólex: Fiscalía debe investigar | Canal NActualidadPerúInternacionalesDeportes#AlertaNoticias998-131604ActualidadDina BoluarteRolexretiro afpGustavo Adrianzén  ActualidadCésar Acuña sobre caso Rólex: Fiscalía debe hacer su trabajoEl gobernador regional de La Libertad invocó a ""no aprovechar"" el caso Rolex que involucra a la presidenta Boluarte para crear un ambiente de crisis e inestabilidad
César Acuña. Video: Canal NRSPorRodrigo Saldarriaga Valverde »El gobernador regional de La Libertad, César Acuña, invocó este lunes a ""no aprovechar"" el caso Rolex que involucra a la presidenta Dina Boluarte para crear un ambiente de crisis e inestabilidad, en referencia a la anunciada moción de vacancia que impulsa Perú Libre contra la mandataria.""Que no se aproveche esta circunstancia para crear inestabilidad, para tratar de crear una crisis que no afecta a los congresistas sino a la población. Espero que el Poder Judicial haga su trabajo"", sostuvo en diálogo con la prensa.De acuerdo con Acuña, la presidenta Boluarte ""ha trabajado más de 30 años"" y puede justificar la compra del lujoso accesorio que podría alcanzar un precio de US$ 15 mil según expertos el relojes de alta gama.""La presidenta es profesional. Ha trabajado más de 30 años y podría demostrar que lo que ha mostrado es algo lícito. Debe haber intereses de creas inestabilidad y es lamentable, mas aun faltando dos años para las elecciones. Este Congreso, en lugar de dedicarse a interpelaciones y censuras, debe trabajar con herramientas para el crecimiento económico"", resaltó.Ver tambiénJosué Gutiérrez sobre Rolex de Dina Boluarte: Tiene que dar una explicación al paísJulio Demartini sobre los relojes de Dina Boluarte: La presidenta dará la información en los conductos oficialesMargot Palacios defendió las acciones y causales de vacancia contra Dina Boluarte por Rolex: No puede justificar Tagscesar acuñaDina BoluarteRolexRelacionadasActualidadCaso Rolex: Wilfredo Oscorima se retiró de la Fiscalía tras diligenciasActualidadDina Boluarte: Congreso rechaza la admisión de dos mociones de vacancia contra la presidentaActualidadWerner Salcedo, gobernador de Cusco: ""Wilfredo Oscorima me facilitó un Rolex porque me vio con la muñeca vacía""ActualidadDaniel Maurate: La presidenta nos ha señalado que es honorable, correcta y que jamás ha cometido un acto de corrupciónActualidadEdhit Julon sobre CTS: Hay diferentes instituciones que se niegan al proyecto, pero es el dinero de todosActualidadCongresista Susel Paredes sobre Dina Boluarte: ""Hay muchas razones para la vacancia presidencial""Loading...© Canal N | CONTÁCTANOS: Redacción: info@canaln.pe - tlf: 411-0808",CanalN
Romy Chang sobre caso Rólex: “Es un tema personal que puede ser delictivo”,https://canaln.pe/actualidad/romy-chang-sobre-caso-rolex-tema-personal-que-puede-delictivo-n471970,2024-03-21,"Chang sobre Rólex: Es un tema personal que puede ser delict | Canal NActualidadPerúInternacionalesDeportes#AlertaNoticias998-131604ActualidadDina BoluarteRolexretiro afpGustavo Adrianzén  ActualidadRomy Chang sobre caso Rólex: “Es un tema personal que puede ser delictivo”En #NPortada, la abogada penalista indicó que el caso Rólex no es un tema de Estado pero si uno personal que puede ser delictivo, lo que merece una investigación
Romy Chang. Video: Canal NPor:Redacción Canal N »Ver tambiénAbogada Romy Chang sobre el aumento del peaje a S/ 7.50: ""El alcalde de Lima no puede hacer nada""César Acuña sobre caso Rólex: Fiscalía debe hacer su trabajoJosué Gutiérrez sobre Rolex de Dina Boluarte: Tiene que dar una explicación al país TagsNPortadaRomy ChangDina BoluarteRelacionadasActualidadCaso Rolex: Wilfredo Oscorima se retiró de la Fiscalía tras diligenciasActualidadDina Boluarte: Congreso rechaza la admisión de dos mociones de vacancia contra la presidentaActualidadWerner Salcedo, gobernador de Cusco: ""Wilfredo Oscorima me facilitó un Rolex porque me vio con la muñeca vacía""ActualidadDaniel Maurate: La presidenta nos ha señalado que es honorable, correcta y que jamás ha cometido un acto de corrupciónActualidadEdhit Julon sobre CTS: Hay diferentes instituciones que se niegan al proyecto, pero es el dinero de todosActualidadCongresista Susel Paredes sobre Dina Boluarte: ""Hay muchas razones para la vacancia presidencial""Loading...© Canal N | CONTÁCTANOS: Redacción: info@canaln.pe - tlf: 411-0808",CanalN
Dina Boluarte se mantiene en silencio pese a cuestionamientos por caso Rolex,https://canaln.pe/actualidad/dina-boluarte-se-mantiene-silencio-pese-cuestionamientos-caso-rolex-n471977,2024-03-22,"Dina Boluarte se mantiene en silencio por caso Rolex | Canal NActualidadPerúInternacionalesDeportes#AlertaNoticias998-131604ActualidadDina BoluarteRolexretiro afpGustavo Adrianzén  ActualidadDina Boluarte se mantiene en silencio pese a cuestionamientos por caso RolexCon todos estos eventos, Dina Boluarte continúa optando por el silencio ante la ciudadanía y la prensa. / Video: Canal NPese a la consulta de la prensa respecto a la investigación preliminar en su contra por enriquecimiento ilícito o sobre la moción de vacancia que está impulsado Perú Libre, la jefa de Estado no tuvo mención alguna referente
Por:Redacción Canal N »En su primera aparición pública tras el escándalo del llamado 'caso Rolex', la presidenta de la República, Dina Boluarte, mostró una actitud sonriente y distendida, a pesar los cuestionamientos. 
En una actividad de supervisión de las obras en el aeropuerto Jorge Chávez, la mandataria evitó los temas controversiales y, notablemente, no llevaba el comentado reloj Rolex.
Pese a la consulta de la prensa respecto a la investigación preliminar en su contra por enriquecimiento ilícito o sobre la moción de vacancia que está impulsado Perú Libre, la jefa de Estado no tuvo mención alguna referente.
En el lugar se le pudo escuchar a la presidenta que ""sigue trabajando por el Perú"". Luego se refirió a los avances de la edificación. 
Minimizó la vacancia
El ministro de Transportes y Comunicaciones, Raúl Pérez Reyes, ha salido en su defensa, poniendo la confianza en el trabajo de la fiscalía y minimizando la moción de vacancia como un procedimiento regular dentro de las potestades del Congreso.
En paralelo, la titular del sector vivienda, Caña Pérez de Cuéllar, ha admitido comprar una réplica de reloj, buscando aclarar la confusión y distanciarse del caso de la presidenta.
Ver tambiénJosué Gutiérrez sobre Rolex de Dina Boluarte: Tiene que dar una explicación al paísJulio Demartini sobre los relojes de Dina Boluarte: La presidenta dará la información en los conductos oficialesMargot Palacios defendió las acciones y causales de vacancia contra Dina Boluarte por Rolex: No puede justificar TagsDina BoluarteRolexRelacionadasActualidadGustavo Adrianzén sobre caso Rolex: ""Mañana se sabrá lo que pasó""ActualidadCaso Rolex: Wilfredo Oscorima se retiró de la Fiscalía tras diligenciasActualidadDina Boluarte: Congreso rechaza la admisión de dos mociones de vacancia contra la presidentaActualidadWerner Salcedo, gobernador de Cusco: ""Wilfredo Oscorima me facilitó un Rolex porque me vio con la muñeca vacía""ActualidadDaniel Maurate: La presidenta nos ha señalado que es honorable, correcta y que jamás ha cometido un acto de corrupciónActualidadEdhit Julon sobre CTS: Hay diferentes instituciones que se niegan al proyecto, pero es el dinero de todosLoading...© Canal N | CONTÁCTANOS: Redacción: info@canaln.pe - tlf: 411-0808",CanalN
